식품명,1회제공량,에너지,단백질,지방,탄수화물,당류,나트륨,콜레스테롤,포화지방산,트랜스지방산
대영)화권꽃빵,100.0g,250㎉,7g,1.7g,52g,3g,370㎎,0g,1g,0g
대영지에프)동글동글뻥과자오리지날,70.0g,272㎉,8g,1.4g,57g,2g,119㎎,0g,0.5g,0g
대영지에프)자색고구마맛미니뻥튀기,45.0g,175㎉,4g,0.9g,37g,0.9g,117㎎,0g,0.2g,0g
대영지에프)초이스엘통밀팝,30g,115㎉,0g,0g,0g,0.2g,22㎎,0g,0.1g,0g
대영지에프)초이스엘현미팝,120.0g,470㎉,10g,3g,100g,0.8g,123㎎,0g,0.9g,0g
대왕)몽고맛간장,100.0g,108.0㎉,6.0g,0.7g,19.0g,19g,5300.0㎎,0g,0.2g,0g
대우사)돼지표춘장,100.0g,213.0㎉,9.0g,1.0g,42.0g,4g,4460.0㎎,0g,0g,0g
대운)뚝배기부대찌개,100.0g,50.6㎉,3.5g,1.5g,5.7g,1g,368.8㎎,0g,0.5g,0.0g
대운)황태해장국,100.0g,14㎉,2.3g,0.4g,0.2g,0.5g,148.8㎎,0g,0.1g,0g
대웅)가나마일드초코볼,100.0g,580㎉,7g,37g,54g,52g,60㎎,0g,25g,0.8g
대웅)가나마일드크런키볼,100.0g,540㎉,9g,30g,58g,43g,105㎎,0g,18g,0.3g
대웅)드림카카오56%,86.0g,520㎉,7g,33g,47g,33g,10㎎,0g,21g,0.5g
대웅)드림카카오72%,86.0g,545㎉,9g,39g,39g,24g,10㎎,0g,22g,0.5g
대웅)드림카카오82%,86.0g,555㎉,9g,41g,37g,24g,10㎎,0g,22g,0.3g
대웅)드림카카오82%가바,86.0g,535.0㎉,11g,41.0g,30.0g,14g,5.0㎎,0g,26.0g,0g
대웅)롯데56%드림카카오,86.0g,495.0㎉,7g,33.0g,43.0g,33g,10.0㎎,0g,21.0g,0g
대웅)롯데72%드림카카오,100.0g,580.0㎉,8g,43.0g,39.0g,32g,20.0㎎,0g,27.0g,0g
대웅)롯데드림카카오닙스,86.0g,495.0㎉,7g,37.0g,34.0g,25g,15.0㎎,0g,23.0g,0g
대웅)말랑카우챠밍츄,25.0g,100㎉,0g,1.8g,19g,16g,0㎎,0g,1.7g,0g
대웅)아몬드초코볼,46.0g,265.0㎉,5g,18.0g,21.0g,18g,20.0㎎,0g,8.0g,0g
대웅)젤리셔스애플젤리쵸콩달콩,36.0g,135.0㎉,2g,3.9g,23.0g,19g,15.0㎎,0g,2.4g,0g
대웅)젤리셔스요거트젤리쵸콩달콩,36.0g,140.0㎉,2g,5.0g,21.0g,18g,15.0㎎,0g,3.3g,0g
대웅)크런키볼,32.0g,175.0㎉,3g,10.0g,18.0g,13g,35.0㎎,0g,6.0g,0.1g
대웅)팜온더로드토마토탱글젤리,10.8g,35㎉,0g,0g,0g,6g,0㎎,0g,0g,0g
대웅)폭신폭신말랑카우코팅,10.5g,45㎉,0g,0g,0g,7g,30㎎,0g,1.1g,0g
대웅생명과학)글램디4킬로칼로리곤약워터젤리자두맛,150.0g,4㎉,0g,0g,12g,0g,25㎎,0g,0g,0g
대웅생명과학)글램디5킬로칼로리워터젤리망고맛,170.0g,5㎉,0g,0g,14g,0g,25㎎,0g,0g,0g
대웅생명과학)글램디5킬로칼로리워터젤리사과맛,170.0g,5㎉,0g,0g,13g,0g,25㎎,0g,0g,0g
대웅생명과학)메디웰RTHDM알티에이치디엠,500.0mL,500.0㎉,25.0g,22.5g,55.0g,5g,225.0㎎,0g,2.5g,0g
대웅생명과학)메디웰RTHFiberless알티에이치화이버리스,500.0mL,500.0㎉,23.0g,15.0g,68.0g,5g,425.0㎎,0g,3.75g,0g
대웅생명과학)메디웰RTH알티에이치,300.0mL,300.0㎉,13.6g,9.0g,44.0g,3g,225.0㎎,0g,2.25g,0g
대웅생명과학)비타500치어팩,250.0mL,85㎉,0g,0g,21g,15g,50㎎,0g,0g,0g
대웅생명과학)얼려먹는비타500,150.0g,150㎉,0g,0g,0g,0g,0㎎,0g,0g,0g
대웅생명과학)키득키득오비타,100.0mL,76㎉,0g,0g,19g,16g,10㎎,0g,0g,0g
대웅생명과학)함소아삐뽀삐뽀도라지담은배,100.0mL,54㎉,0g,0g,13g,10g,0㎎,0g,0g,0g
대웅생명과학)함소아삐뽀삐뽀딸기담은바나나,100.0mL,61㎉,0g,0g,15g,11g,0㎎,0g,0g,0g
대웅생명과학)함소아삐뽀삐뽀매실담은유자,100.0mL,64㎉,0g,0g,16g,14g,0㎎,0g,0g,0g
대웅생명과학)후디스유기농과일퓨레100사과,80.0mL,35㎉,0g,0g,9g,7.7g,3.2㎎,0g,0g,0g
대원)군고구마라떼,75.0g,100㎉,1g,2.1g,20g,16g,11㎎,0g,1.4g,0g
대원)팥맛나,100.0g,100㎉,1g,0.7g,20g,18g,40㎎,0g,0.4g,0g
대은바이오)더진한석류콜라겐,20.0mL,5.2㎉,0.16g,0.16g,1.1g,0.25g,2.14㎎,0g,0g,0g
대은바이오)더진한홍삼먹은배즙,20.0mL,27㎉,0.16g,0g,6.7g,5g,5㎎,0g,0g,0g
대일)금농진녹차현미녹차,175.0mL,0.0㎉,0.0g,0.0g,0.0g,0g,5.0㎎,0g,0g,0g
대일)금농홍차,175.0mL,50㎉,0g,0g,12g,11g,0㎎,0g,0g,0g
대일)옥수수수염차,175.0mL,0.0㎉,0.0g,0.0g,0.0g,0g,0.0㎎,0g,0g,0g
대일)이온엔,180.0mL,57㎉,0g,0g,14g,14g,47㎎,0g,0g,0g
대일)참맑은녹차,175.0mL,0.0㎉,0.0g,0.0g,0.0g,0g,0.0㎎,0g,0g,0g
대일)참맑은벌꿀음료,175.0mL,110㎉,0g,0.5g,26g,25g,10㎎,0g,0g,0g
대일)참맑은베아르시카푸치노,175.0mL,70.0㎉,1g,0.7g,15.0g,11g,20.0㎎,0g,0.7g,0g
대일)참맑은복분자,180.0mL,80㎉,0g,1g,17g,17g,0㎎,0g,0g,0g
대일)참맑은복숭아cool,175.0mL,65㎉,0g,0g,16g,14g,30㎎,0g,0g,0g
대일)참맑은식혜맛음료,175.0mL,60.0㎉,0.0g,0.0g,14.0g,14g,0.0㎎,0g,0g,0g
대일)참맑은우롱차,175.0mL,0.0㎉,0.0g,0.0g,0.0g,0g,0.0㎎,0g,0g,0g
대일)참맑은제주감귤,180.0mL,80㎉,0g,0g,20g,20g,10㎎,0g,0g,0g
대일)참맑은토마토,180.0mL,88㎉,0g,0g,22g,15g,0㎎,0g,0g,0g
대일)참맑은파인애플cool,175.0mL,65㎉,0g,0g,18g,14g,30㎎,0g,0g,0g
대일)참맑은헛개차,185.0mL,0.0㎉,0.0g,0.0g,0.0g,0g,10.0㎎,0g,0g,0g
대일)참맑은홍차,175.0mL,50.0㎉,0.0g,0.0g,12.0g,11g,0.0㎎,0g,0g,0g
대일)호연당꿀물후레쉬,175.0mL,115㎉,0g,0g,27g,26g,5㎎,0g,0g,0g
대일)홍삼골드,175.0mL,91㎉,0g,0g,23g,18g,15㎎,0g,0g,0g
대일생활건강)옥산가,280.0mL,0.0㎉,0.0g,0.0g,0.0g,0g,0.0㎎,0g,0g,0g
대일수산)포차골뱅이간장소스,100.0g,85㎉,11g,0g,10g,7g,650㎎,0g,0g,0g
대일씨에프)동원꽁치,100.0g,220㎉,12g,19g,0g,0g,400㎎,0g,4.9g,0g
대자연)막국수,100.0g,264㎉,0g,0g,0g,0g,235㎎,0g,0g,0g
대자연)생칼국수,100.0g,270㎉,6.7g,1.1g,58g,2.7g,1009㎎,0g,0.2g,0g
대전광역시무지개)밀봉카스테라,100.0g,289㎉,0g,0g,0g,28g,204㎎,0g,2g,0g
대전광역시무지개)소보로빵,70.0g,377㎉,0g,0g,0g,17g,304㎎,0g,6g,0.09g
대정)1700샌드위치,112.0g,248㎉,6g,13g,28g,3g,368㎎,0g,2.9g,0g
대정)HOT케이준치킨브리또,227.0g,532㎉,12g,26g,62g,7g,1055㎎,0g,4.8g,0g
대정)간장불고기도시락,426.0g,649㎉,28g,19g,92g,5g,1077.0㎎,0g,2.6g,0.0g
대정)김치말이국수,544.0g,361㎉,10g,3g,71g,22g,1221.0㎎,0g,1g,0.0g
대정)김치비빔국수세트,352.0g,557㎉,14g,14g,94g,16g,1270.0㎎,0g,2.7g,0.0g
대정)김치제육볶음주먹밥,183.0g,280㎉,7g,3.7g,54g,4g,743.0㎎,0g,0.7g,0.0g
대정)김치짜글이덮밥,377.0g,472㎉,15g,11g,78g,4g,939.0㎎,0g,1.6g,0.0g
대정)깻잎고추장불고기삼각김밥,105.0g,185㎉,3g,3g,36g,3g,469.0㎎,0g,0.3g,0.2g
대정)냉모밀,523.0g,302㎉,8g,3.8g,59g,14g,1467.0㎎,0g,1.7g,0.0g
대정)넘버원김밥,245.0g,360㎉,10g,13g,51g,4g,1431.0㎎,0g,1.1g,0.0g
대정)뉴매콤참치김밥,209.0g,288㎉,9g,5g,51g,3g,1519.0㎎,0g,2.6g,0.0g
대정)뉴반반고구마닭강정,462.0g,855㎉,38g,30g,108g,29g,2016.0㎎,0g,3.9g,0.0g
대정)뉴베이컨에그샌드위치,137.0g,307㎉,8g,12g,42g,4g,394㎎,0g,2.6g,0g
대정)뉴불고기버거,143.0g,400㎉,10g,24g,37g,9g,825㎎,0g,6g,0.3g
대정)뉴숯불갈비맛삼각김밥,105.0g,197㎉,4g,7g,30g,2g,409.0㎎,0g,0.2g,0.0g
대정)뉴우삼겹김밥,250.0g,318㎉,10g,9g,49g,3g,754.0㎎,0g,0.5g,0.0g
대정)뉴참치마요김밥,217.0g,384㎉,11g,15g,52g,3g,684.0㎎,0g,2.2g,0.1g
대정)더블갈떡꼬치,257.0g,830㎉,23g,22g,135g,17g,1448.0㎎,0g,9g,0.0g
대정)더블소떡소떡,247.0g,847㎉,45g,35g,89g,5g,1102.0㎎,0g,12g,0.0g
대정)돌아온빅간장버터계란삼각김밥,153.0g,273㎉,6g,8g,45g,2g,856.0㎎,0g,0.7g,0.0g
대정)딥치즈버거,160.0g,447㎉,17g,26g,37g,8g,785㎎,0g,7g,0.2g
대정)떡갈비밥버거,168.0g,308㎉,9g,11g,44g,4g,636㎎,0g,3.4g,0g
대정)떡갈비버거,138.0g,380㎉,11g,19g,42g,12g,1129㎎,0g,7g,0.3g
대정)매콤닭강정,220.0g,354㎉,18g,19g,28g,9g,960.0㎎,0g,2.1g,0.0g
대정)매콤돈까스삼각김밥,105.0g,188㎉,5g,3.8g,34g,1g,554㎎,0g,0.3g,0g
대정)매콤제육도시락,423.0g,659㎉,22g,25g,87g,6g,1097.0㎎,0g,5g,0.0g
대정)매콤제육볶음삼각김밥,105.0g,180㎉,6g,2.7g,33g,3g,359.0㎎,0g,1.6g,0.0g
대정)매콤진미채김밥,206.0g,263㎉,8g,3g,51g,2g,739.0㎎,0g,0.1g,0.1g
대정)모짜치즈불닭김밥,205.0g,260㎉,6g,3.2g,52g,3g,621.0㎎,0g,12g,0.1g
대정)반반고기정찬도시락,392.0g,538㎉,19g,12g,88g,12g,993.0㎎,0g,0.5g,0.0g
대정)베이컨참치마요주먹밥,183.0g,332㎉,6g,12g,50g,1g,388㎎,0g,0.7g,0g
대정)베이컨파스타,289.0g,423㎉,17g,15g,55g,2g,545.0㎎,0g,4.9g,0.1g
대정)불고기전주비빔김밥,190.0g,265㎉,9g,10g,33g,3g,770.0㎎,0g,1.6g,0.0g
대정)불닭맛참치마요삼각김밥,101.0g,213㎉,7g,6g,34g,2g,502.0㎎,0g,0.9g,0.0g
대정)불닭치킨마요삼각김밥,105.0g,208㎉,3g,8g,30g,1g,333㎎,0g,0.3g,0g
대정)빅더블불고기치즈버거,246.0g,502㎉,12g,32g,42g,16g,935㎎,0g,8g,0.2g
대정)빅매콤고추참치삼각김밥,153.0g,264㎉,8g,2.4g,52g,3g,451.0㎎,0g,0.4g,0.0g
대정)빅반숙란장조림삼각김밥,146.0g,203㎉,4g,3g,40g,2g,455.0㎎,0g,0.6g,0.0g
대정)빅불고기전주비빔삼각김밥,148.0g,289㎉,12g,3.9g,52g,3g,727.0㎎,0g,1g,0.0g
대정)빅스팸김치볶음삼각김밥,153.0g,339㎉,7g,14g,46g,3g,769.0㎎,0g,2.7g,0.0g
대정)빅참치마요삼각김밥,153.0g,284㎉,9g,9g,42g,1g,401㎎,0g,1.3g,0g
대정)빅통살치킨버거,202.0g,466㎉,17g,22g,51g,8g,992㎎,0g,3.9g,0.4g
대정)숯불갈비맛김치제육더블삼각김밥,211.0g,329㎉,7g,7g,60g,3g,618.0㎎,0g,0.5g,0.0g
대정)스팸계란말이도시락,325.0g,497㎉,18g,19g,64g,3g,964.0㎎,0g,8g,0.0g
대정)스팸계란삼각김밥,101.0g,204㎉,5g,9g,26g,1g,547㎎,0g,1.5g,0g
대정)스팸김치볶음매콤제육볶음더블삼각김밥,211.0g,334㎉,5g,9g,59g,4g,912.0㎎,0g,1.3g,0.0g
대정)스팸김치하트밥,160.0g,283㎉,6g,11g,40g,1g,417㎎,0g,3.2g,0g
대정)아보카도샌드위치,128.0g,222㎉,7g,12g,22g,3g,503㎎,0g,3.2g,0g
대정)아삭햄야채샐러드샌드위치,127.0g,246㎉,9g,11g,27g,4g,594㎎,0g,3.8g,0g
대정)얇은피만두밥삼각김밥고기,105.0g,171㎉,4g,4g,30g,1g,602㎎,0g,0.8g,0g
대정)에그듬뿍치아바타샌드,127.0g,253㎉,7g,12g,29g,4g,337㎎,0g,0.7g,0g
대정)에그불고기버거,158.0g,397㎉,14g,22g,37g,8g,537㎎,0g,4.2g,0.2g
대정)에그쉬림프샌드위치,109.0g,203㎉,8g,9g,21g,4g,389㎎,0g,1.8g,0g
대정)열무보리비빔밥,309.0g,440㎉,11g,8g,82g,7g,879.0㎎,0g,1.9g,0.0g
대정)옛날소시지볶음김치삼각김밥,108.0g,180㎉,5g,3.6g,32g,1g,431㎎,0g,2.5g,0g
대정)오리지널치킨버거,143.0g,359㎉,12g,18g,33g,6g,476㎎,0g,2.7g,0.2g
대정)요리비책불고기파스타,410.0g,744㎉,30g,20g,111g,20g,1718.0㎎,0g,6g,0.2g
대정)유산슬라면,358.0g,446㎉,23g,14g,57g,4g,991.0㎎,0g,2.6g,0.0g
대정)응원합니닭!도시락,393.0g,624㎉,33g,21g,75g,5g,1557.0㎎,0g,4.5g,0.0g
대정)이색떡갈비김밥,212.0g,300㎉,10g,9g,46g,3g,1188.0㎎,0g,1.9g,0.1g
대정)일품콩국시,491.0g,377㎉,17g,9g,57g,9g,970.0㎎,0g,1.4g,0.0g
대정)일품한식반상시즌2도시락,371.0g,605㎉,23g,13g,99g,18g,1439.0㎎,0g,2.9g,0.0g
대정)정성가득제육정찬,362.0g,568㎉,17g,17g,87g,3g,1089.0㎎,0g,3g,0.1g
대정)제육치즈불고기김밥,252.0g,302㎉,9g,8g,50g,4g,1321.0㎎,0g,1.6g,0.0g
대정)족발비빔면,345.0g,459㎉,22g,11g,68g,7g,1425.0㎎,0g,4.7g,0.0g
대정)초계국수,538.0g,384㎉,13g,4g,74g,22g,1266.0㎎,0g,1.2g,0.0g
대정)초계샌드위치,147.0g,267㎉,9g,13g,29g,8g,534㎎,0g,0.8g,0g
대정)치즈고구마돈까스김밥,218.0g,410㎉,12g,14g,58g,6g,783.0㎎,0g,4g,0.1g
대정)치즈오므라이스도시락,393.0g,522㎉,18g,20g,68g,4g,1747.0㎎,0g,4.6g,0.0g
대정)치킨마요하트밥,170.0g,314㎉,8g,11g,46g,0g,345㎎,0g,2.4g,0g
대정)치킨햄샌드위치,140.0g,327㎉,10g,12g,44g,4g,373㎎,0g,2.3g,0g
대정)콘치즈닭갈비볶음삼각김밥,105.0g,185㎉,5g,7g,26g,2g,519.0㎎,0g,0.8g,0.0g
대정)클럽샌드위치,114.0g,231㎉,8g,13g,21g,4g,342㎎,0g,2.4g,0g
대정)타코야끼,163.0g,332㎉,13g,20g,26g,4g,644.0㎎,0g,4.3g,0.0g
대정)통스팸마요김치반반김밥,207.0g,367㎉,9g,19g,41g,2g,1226.0㎎,0g,5g,0.0g
대정)통스팸참치마요삼각김밥,105.0g,180㎉,5g,6g,27g,0g,435㎎,0g,2g,0g
대정)팔도비빔장불고기김밥,220.0g,290㎉,10g,6g,50g,6g,1284.0㎎,0g,0.6g,0.0g
대정)패스츄리샌드위치,160.0g,419㎉,11g,23g,42g,9g,653㎎,0g,8g,0.3g
대정)햄감자샐러드샌드위치,150.0g,314㎉,11g,19g,25g,0g,824㎎,0g,4g,0.1g
대정)햄참치마요삼각김밥,104.0g,183㎉,5g,6g,29g,1g,406㎎,0g,0.1g,0g
대정)훈연멸치볶음우동,378.0g,554㎉,26g,18g,72g,7g,1589.0㎎,0g,4.8g,0.0g
대정)훈제오리주꾸미도시락,327.0g,437㎉,14g,12g,69g,4g,621.0㎎,0g,2.5g,0.0g
대조)감귤샌드웨이퍼,9.0g,42㎉,0.4g,1.6g,7g,3g,10㎎,0g,1g,0g
대조)딸기샌드웨이퍼,9.0g,42㎉,0g,1.6g,7g,2g,10㎎,0g,1.3g,0g
대조)땅콩전병,24.0g,642㎉,0g,0g,0g,3g,0㎎,0g,0g,0g
대조)무농약우리밀로만든라즈베리샌드웨이퍼,9.0g,40㎉,0.5g,1.5g,6g,3g,15㎎,0g,0.9g,0g
대조)무농약우리밀로만든블루베리샌드웨이퍼,9.0g,40㎉,0.4g,1.6g,6g,3g,14㎎,0g,1g,0g
대조)블루베리샌드웨이퍼,9.0g,430㎉,0g,0g,0g,3g,0㎎,0g,0g,0g
대조)삼양목장우유로만든밀크전병,9.0g,48㎉,1g,1.8g,7g,4g,15㎎,0g,0g,0g
대조)요거트샌드웨이퍼,9.0g,41㎉,0.4g,2g,7g,3g,13㎎,0g,1g,0g
대조)우리밀로만든김전병,27.0g,119㎉,2g,2.5g,22g,12g,41㎎,0g,1.3g,0g
대조)우리밀로만든흑임자전병,27.0g,119㎉,2g,2.5g,22g,12g,41㎎,0g,1.3g,0g
대조)우리밀흑임자전병,27.0g,119㎉,2g,3g,21g,12g,41㎎,0g,1.4g,0g
대조)우리쌀전병김,24.0g,102㎉,2g,1.6g,20g,12g,45㎎,0g,0.8g,0g
대조)우리쌀전병땅콩,24.0g,105㎉,2g,1.9g,20g,11g,45㎎,0g,0.8g,0g
대조)우리쌀전병흑임자,24.0g,104㎉,2g,2g,19g,12g,45㎎,0g,0.8g,0g
대조)흑임자전병,24.0g,108㎉,2g,2.7g,19g,10g,35㎎,0g,1.3g,0g
대진)대영당면,20.0g,351.03㎉,0.06g,0.23g,87.18g,0g,9.65㎎,0g,0g,0g
대진)대진당면,20.0g,351.47㎉,0.03g,0.23g,87.27g,0g,9.39㎎,0g,0g,0g
대진)맛있닭프로틴훈제닭가슴살칠리맛,100.0g,152.0㎉,32g,2.0g,2.0g,0g,68.0㎎,0g,1.0g,0g
대진)맛있닭프로틴훈제닭가슴살훈제맛,100.0g,175.0㎉,32g,4.0g,3.0g,0g,56.0㎎,0g,2.0g,0g
대진유통)텐텐망고맛푸딩,100g,84.75㎉,0g,0g,21.19g,17.78g,39.83㎎,0g,0g,0g
대진유통)텐텐혼합푸딩,100g,84.75㎉,0g,0g,21.19g,17.78g,39.83㎎,0g,0g,0g
대판)생우동짜장,167.0g,464㎉,0g,0g,0g,1.7g,830㎎,0g,0g,0g
대판)생칼국수,167.0g,464㎉,0g,0g,0g,1.7g,830㎎,0g,0g,0g
대풍년)2X더블벅,180.0g,445.0㎉,16.0g,18.0g,56.0g,2g,909.0㎎,0g,5g,0g
대풍년)뉴점보불벅,130.0g,314㎉,11g,11g,42g,3g,673.0㎎,0g,4g,0.0g
대풍년)매콤달콤칠리벅,130.0g,328㎉,11g,13g,42g,5g,715.0㎎,0g,3g,0.0g
대풍년)불고기브리또,125.0g,305㎉,13g,13g,38g,4g,590㎎,0g,6g,0g
대풍년)빅불고기치즈벅,180.0g,444㎉,19g,16g,59g,3g,897.0㎎,0g,7g,0.0g
대풍년)스파이시치킨브리또,125.0g,325㎉,16g,14g,34g,3g,400.0㎎,0g,8g,0.0g
대풍년)점보스모키벅,130.0g,318㎉,9g,12g,43g,6g,623.0㎎,0g,4g,0.0g
대풍년)치아바타비프앤치즈,120.0g,296.2㎉,12.4g,8.3g,42.9g,3.1g,862.4㎎,0g,3.7g,0.0g
대풍년)치아바타핫치킨치즈,120.0g,211.7㎉,11.6g,7.8g,23.7g,6.3g,750.2㎎,0g,4.5g,0.0g
대한)3분누룽지,60.0g,225㎉,4.7g,0.5g,51g,0g,17㎎,0g,0g,0g
대한)가마솥간편찹쌀누룽지컵,60.0g,229㎉,4g,1g,52g,0g,11㎎,0g,0g,0g
대한)곰곰간편누룽지,30.0g,115㎉,1.5g,0g,27g,0g,4㎎,0g,0g,0g
대한)우리쌀누룽지,60.0g,225㎉,5g,0g,51g,0g,15㎎,0g,0g,0g
대한)유기가마솥간편찹쌀누룽지,250.0g,928㎉,24g,1g,205g,0g,75㎎,0g,0g,0g
대한)찹쌀누룽지컵밥,40.0g,153㎉,3g,0g,35g,0g,7㎎,0g,0g,0g
대한)홍게된장누룽지,50.0g,190㎉,4g,2g,39g,2g,811㎎,0g,0g,0g
대한)홍게된장누룽지컵밥,50.0g,190㎉,4g,2g,39g,2g,811㎎,0g,0g,0g
대한에프에스)사브작바삭한닭가슴살오븐구이오리지널,30.0g,115㎉,11g,0.6g,16g,11g,350㎎,0g,0g,0g
대한제당)미분당,5g,0.05㎉,0g,0g,0.01g,0.0g,0.0㎎,0g,0g,0g
대한제당)자일로슈가브라운,100.0g,400㎉,0g,0g,0g,100g,0㎎,0g,0g,0g
대한제당)카라멜,30g,0.09㎉,0g,0g,0.02g,0.0g,0.0㎎,0g,0g,0g
대한제당)커피슈가,5g,0.0㎉,0g,0g,0g,0.25g,0.0㎎,0g,0g,0g
대한텍)33한체다치즈팝콘,100.0g,478㎉,9.34g,19.5g,66.2g,4.58g,594㎎,0g,11.6g,0g
대한텍)누룽지스낵,64.0g,243㎉,4.8g,0.6g,54.8g,0g,1.1㎎,0g,0.2g,0g
대한텍)눈꽃핀쌀과자,30.0g,42.75㎉,0.5g,1.75g,6.5g,1.52g,57.75㎎,0g,0.75g,0g
대한텍)뉴인디팝콘패밀리팩,100.0g,527㎉,7.27g,28.2g,61g,0.6g,462㎎,0g,11.2g,0g
대한텍)메가팝콘MegaPopcorn카라멜팝콘,100.0g,506㎉,5.22g,24g,67.2g,29.5g,141㎎,0g,9.68g,0g
대한텍)버터＆치즈팝콘,90.0g,130㎉,0g,0g,0g,5g,85㎎,0g,1.2g,0g
대한텍)스키니팝크래커,70.0g,296㎉,8.1g,2.9g,56.9g,0.1g,143.5㎎,0g,0.6g,0g
대한텍)오리지날케틀콘,50.0g,275㎉,2.5g,15.1g,31g,11.5g,0㎎,0g,7.25g,0.2g
대한텍)인디나쵸칩오리지날,30.0g,43.07㎉,0.64g,1.93g,6.11g,0g,17.68㎎,0g,0.32g,0g
대한텍)인디라운드나쵸칩,30.0g,43.07㎉,0.64g,1.93g,6.11g,0g,17.68㎎,0g,0.32g,0g
대한텍)인디카라멜팝콘,180.0g,780㎉,6g,19g,142g,75g,170㎎,0g,9g,0.2g
대한텍)인디팝콘밀크초코,50.0g,223㎉,2g,7g,38g,23g,115㎎,0g,3.5g,0g
대한텍)인디팝콘패밀리팩,100.0g,527㎉,7.27g,28.2g,61g,0.6g,462㎎,0g,11.2g,0g
대한텍)카라멜글레이즈드팝콘,100.0g,497㎉,4.19g,21g,72.9g,35g,181㎎,0g,9.14g,0g
대한텍)퍼시픽초이스딸기바나나팝콘,70.0g,359㎉,3.7g,17.1g,47.6g,19.4g,39.8㎎,0g,8.1g,0g
대한텍)퍼시픽초이스버터갈릭팝콘,55.0g,286㎉,4g,15g,35g,9g,282㎎,0g,6g,0g
대한텍)퍼시픽초이스카라멜멀티그레인팝콘,100.0g,485㎉,6g,19g,73g,25g,160㎎,0g,7g,0g
대한텍)퍼시픽초이스콘버터팝콘,35.0g,187㎉,2.6g,10.6g,20.2g,2.8g,308.2㎎,0g,4.2g,0g
대한텍)한끼누룽지,24.0g,91㎉,1g,0.2g,20.5g,0g,0.4㎎,0g,0.1g,0g
대한텍)허쉬포켓팝콘,25.0g,112㎉,1.3g,3.2g,19.5g,11.2g,21.8㎎,0g,1.6g,0g
대해물류)수제잎새만두,150g,405.0㎉,11.25g,20.25g,45g,6.75g,562.5㎎,0g,4.05g,0g
대향유통)무화과크림치즈샌드위치,169.0g,365㎉,8g,18g,43g,24g,330.0㎎,0g,6g,0.3g
대향유통)치킨샐러드파인애플샌드위치,169.0g,280㎉,14g,13g,27g,8g,430.0㎎,0g,2.9g,0.0g
대향유통)튜나샐러드사과샌드위치,169.0g,255㎉,8g,9g,35g,11g,390.0㎎,0g,1.4g,0.0g
대현물산)꼬마쮸복숭아맛,40.0g,175㎉,0g,3.6g,36g,29g,0㎎,0g,1.6g,0g
대현물산)꼬마쮸사과맛,40.0g,175㎉,0g,3.6g,36g,29g,0㎎,0g,1.6g,0g
대현물산)꼬미볼소다향,40.0g,175.0㎉,0g,4.0g,35.0g,27g,15.0㎎,0g,4.0g,0g
대현물산)꼬미볼포도맛,40.0g,175.0㎉,0g,4.0g,35.0g,27g,15.0㎎,0g,4.0g,0g
대현물산)딸기쮸,28.0g,105㎉,0g,0g,26g,16g,0㎎,0g,0g,0g
대현물산)블루베리비타C플러스,100.0g,374.0㎉,1g,1.0g,90.0g,78g,3.0㎎,0g,0.0g,0g
대현물산)비타쪼니복숭아맛,20.0g,85㎉,0g,1g,18g,14g,4㎎,0g,1g,0g
대현물산)빅쪼니복숭아,15.0g,65㎉,0g,1g,13.5g,7g,0㎎,0g,1g,0g
대현물산)빅쪼니포도,15.0g,65㎉,0g,1g,13.5g,7g,0㎎,0g,1g,0g
대현물산)석류비타C플러스,100.0g,376㎉,1g,1g,91g,69g,4㎎,0g,1g,0g
대현물산)아이비타씨c딸기맛,50.0g,208㎉,0g,1g,26g,19g,3㎎,0g,1g,0g
대현물산)아이비타씨c포도맛,28.0g,110㎉,0g,1g,26g,19g,3㎎,0g,1g,0g
대현물산)에이쮸소다,28.0g,115㎉,0g,1.3g,25g,15g,0㎎,0g,0.6g,0g
대현물산)에이쮸애플망고,28.0g,115㎉,0g,1.3g,25g,15g,0㎎,0g,0.6g,0g
대현물산)요구르트비타C플러스,100.0g,375.0㎉,1g,2.0g,89.0g,83g,8.0㎎,0g,1.0g,0g
대현물산)제주감귤비타C플러스,100.0g,370.0㎉,2g,2.0g,88.0g,67g,5.0㎎,0g,1.0g,7g
대현물산)제주한라봉소프트캔디,40.0g,175㎉,0g,4g,335g,27g,15㎎,0g,4g,0g
대현물산)포도쮸,28.0g,105㎉,0g,0g,26g,16g,0㎎,0g,0g,0g
대호)까르페초코렛라떼파우더,30.0g,120.0㎉,3.0g,1.5g,24.0g,16g,20.0㎎,0g,1.1g,0g
대호)아임요그린티민트초코칩믹스,30.0g,130.0㎉,2.0g,2.6g,25.0g,24g,70.0㎎,0g,1.1g,0g
대호)아임요다크초코믹스,30.0g,125.0㎉,3.0g,2.5g,23.0g,17g,30.0㎎,0g,1.3g,0g
대호)아임요민트초코믹스,30.0g,130.0㎉,2.0g,303.0g,23.0g,16g,30.0㎎,0g,2.3g,0g
대호)아임요초코믹스,30.0g,125.0㎉,2.0g,1.9g,25.0g,20g,5.0㎎,0g,0.7g,0g
대화엠피)사치마,30.0g,41.68㎉,0.59g,1.71g,5.97g,2.27g,9.64㎎,0g,0.76g,0g
대흥농원)얼음골사과즙,120.0mL,55㎉,0g,0g,13g,12g,0㎎,0g,0g,0g
